Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage	Genome assembly ID	Taxon mnemonic	Components	Kingdom	Phylum	Class	Order	Family	Genus	Species
UP000828295	Klebsiella phage BUCT86	2900302	57		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Slopekvirinae, Drulisvirus, Drulisvirus BUCT86	GCA_021166465.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Drulisvirus	Drulisvirus BUCT86
UP000828307	Arthrobacter phage Kaylissa	2835951	71		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeevirinae, Yangvirus, Yangvirus kaylissa	GCA_020492205.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Yangvirus	Yangvirus kaylissa
UP000828328	Bacillus phage BCPST	2801506	114		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sejongvirinae, Yihwangvirus, Yihwangvirus BCPST	GCA_021351935.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Yihwangvirus	Yihwangvirus BCPST
UP000828350	Shigella virus Moo19	2886042	86		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Schitoviridae, Enquatrovirinae, Moovirus, Moovirus moo	GCA_020882845.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Schitoviridae	Moovirus	Moovirus moo
UP000828355	Streptococcus phage SF39	2876878	58		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ferrettivirinae, Spinunavirus, Spinunavirus SF39	GCA_020777785.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Spinunavirus	Spinunavirus SF39
UP000828357	Aeromonas phage vB_AsaM_LPM4	2894367	55		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Piscesmortuivirus, Piscesmortuivirus LPM4	GCA_021216345.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Peduoviridae	Piscesmortuivirus	Piscesmortuivirus LPM4
UP000828371	Klebsiella phage vB_KpnS-VAC113	2866702	86		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Webervirus, Webervirus VAC113	GCA_020906665.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Webervirus	Webervirus VAC113
UP000828384	Pantoea phage PdC23	2894356	75		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Certevirus, Certevirus C23	GCA_021216315.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Certevirus	Certevirus C23
UP000828386	Klebsiella phage vB_KpnS-VAC35	2866696	184		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Sugarlandvirus, Sugarlandvirus VAC35	GCA_020906625.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Sugarlandvirus	Sugarlandvirus VAC35
UP000828387	Klebsiella phage vB_KpnS-VAC51	2866698	182		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Sugarlandvirus, Sugarlandvirus VAC51	GCA_020906645.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Sugarlandvirus	Sugarlandvirus VAC51
UP000828391	Pseudomonas phage vB_PaeP_TUMS_P121	2873372	90		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Schitoviridae, Migulavirinae, Litunavirus, Litunavirus P121	GCA_020906675.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Schitoviridae	Litunavirus	Litunavirus P121
UP000828393	Klebsiella phage vB_KpnS-VAC4	2864362	72		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Webervirus, Webervirus VAC4	GCA_020493645.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Webervirus	Webervirus VAC4
UP000828394	Klebsiella phage vB_KpnS-VAC5	2864363	82		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Webervirus, Webervirus VAC5	GCA_020493655.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Webervirus	Webervirus VAC5
UP000828403	Salmonella phage vB_SenS_TUMS_E4	2873373	60		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Guernseyvirinae, Jerseyvirus, Jerseyvirus TUMSE4	GCA_020906685.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Jerseyvirus	Jerseyvirus TUMSE4
UP000828406	Klebsiella phage vB_KpnD_FairDinkum	2902662	76		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Webervirus, Webervirus fairdinkum	GCA_021354815.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Webervirus	Webervirus fairdinkum
UP000828408	Klebsiella phage vB_KpnS-VAC8	2864366	82		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Webervirus, Webervirus VAC8	GCA_020493685.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Webervirus	Webervirus VAC8
UP000828410	Klebsiella phage vB_Kp_IME328	2880890	80		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Webervirus, Webervirus IME328	GCA_020906695.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Webervirus	Webervirus IME328
UP000828412	Pseudomonas phage M5.1	2873460	174		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gorskivirinae, Kremarvirus, Kremarvirus M51	GCA_020491615.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Kremarvirus	Kremarvirus M51
UP000828420	Rhizobium phage RHEph16	2836132	94		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Schitoviridae, Demetervirinae, Acanvirus, Acanvirus Rheph16	GCA_020492045.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Schitoviridae	Acanvirus	Acanvirus Rheph16
UP000828422	Klebsiella phage vB_KpnS-VAC11	2864361	81		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Webervirus, Webervirus VAC11	GCA_020493635.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Webervirus	Webervirus VAC11
UP000828423	Klebsiella phage vB_KpnS-VAC6	2864364	86		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Webervirus, Webervirus VAC6	GCA_020493665.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Webervirus	Webervirus VAC6
UP000828430	Klebsiella phage KPPK108.1	2894584	56		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Slopekvirinae, Drulisvirus, Drulisvirus KPPK1081	GCA_021093995.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Drulisvirus	Drulisvirus KPPK1081
UP000828441	Kosakonia phage 305	2863193	294		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Straboviridae, Tevenvirinae, Kanagawavirus, Kanagawavirus threeohfive	GCA_021029365.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Straboviridae	Kanagawavirus	Kanagawavirus threeohfive
UP000828443	Kosakonia phage Kc263	2863194	259		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Branisovskavirus, Branisovskavirus Kc263	GCA_021029375.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Branisovskavirus	Branisovskavirus Kc263
UP000828444	Kosakonia phage Kc283	2863195	91		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Schitoviridae, Cbunavirus, Cbunavirus Kc283	GCA_021029385.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Schitoviridae	Cbunavirus	Cbunavirus Kc283
UP000828453	Vibrio phage vB_Vipa10	2729566	14		Unknown	Viruses, Monodnaviria, Loebvirae, Hofneiviricota, Faserviricetes, Tubulavirales, Inoviridae, Versovirus, Versovirus Vipa10	GCA_020535875.1	9VIRU	Segment	Loebvirae	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Versovirus	Versovirus Vipa10
UP000828465	Vibrio phage 15E36.1	2859290	50		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Colwellvirinae, Roscoffvirus, Roscoffvirus rv15E36	GCA_020476795.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Roscoffvirus	Roscoffvirus rv15E36
UP000828477	Vibrio phage vB_Vipa26	2729567	18		Unknown	Viruses, Monodnaviria, Loebvirae, Hofneiviricota, Faserviricetes, Tubulavirales, Inoviridae, Versovirus, Versovirus Vipa26	GCA_020535885.1	9VIRU	Segment	Loebvirae	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Versovirus	Versovirus Vipa26
UP000828497	Pseudomonas phage PCS4	2875705	45		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Pifdecavirus, Pifdecavirus UNOSLW1	GCA_020489725.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Pifdecavirus	Pifdecavirus UNOSLW1
UP000828504	Vibrio phage vB_Vipa36	2729568	15		Unknown	Viruses, Monodnaviria, Loebvirae, Hofneiviricota, Faserviricetes, Tubulavirales, Inoviridae, Versovirus, Versovirus Vipa36	GCA_020535895.1	9VIRU	Segment	Loebvirae	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Versovirus	Versovirus Vipa36
UP000828510	Microbacterium phage Shotgun	2863847	90		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Quhwahvirus, Quhwahvirus shotgun	GCA_020493465.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Quhwahvirus	Quhwahvirus shotgun
UP000828511	Gordonia phage Sahara	2859488	72		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Attisvirus, Attisvirus sahara	GCA_020493295.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Attisvirus	Attisvirus sahara
UP000828519	Escherichia phage Oekolampad	2851982	65		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Dhillonvirus, Dhillonvirus oekolampad	GCA_020892325.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus oekolampad
UP000828521	Klebsiella phage vB_KleM_KB2	2759197	65		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Jameshumphriesvirinae, Bimevirus, Bimevirus KB2	GCA_020535945.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Bimevirus	Bimevirus KB2
UP000828537	Bovine alphaherpesvirus 2	10295	72		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Orthoherpesviridae, Alphaherpesvirinae, Simplexvirus, Simplexvirus bovinealpha2	GCA_021461835.1	9ALPH	Segment	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Simplexvirus	Simplexvirus bovinealpha2
UP000828546	Arthrobacter phage DevitoJr	2859477	92		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gordonvirus, Gordonvirus devitoJr	GCA_020493195.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Gordonvirus	Gordonvirus devitoJr
UP000828551	Klebsiella phage vB_KpnS-VAC10	2864368	85		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Webervirus, Webervirus VAC10	GCA_020493695.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Webervirus	Webervirus VAC10
UP000828572	Escherichia phage TrudiRoth	2851994	182		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Markadamsvirinae, Epseptimavirus, Epseptimavirus trudiroth	GCA_020892445.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Epseptimavirus	Epseptimavirus trudiroth
UP000828573	Escherichia phage SuperGirl	2851993	179		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Markadamsvirinae, Epseptimavirus, Epseptimavirus supergirl	GCA_020892435.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Epseptimavirus	Epseptimavirus supergirl
UP000828574	Escherichia phage TrudiGerster	2851991	170		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Markadamsvirinae, Epseptimavirus, Epseptimavirus trudigerster	GCA_020892415.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Epseptimavirus	Epseptimavirus trudigerster
UP000828575	Escherichia phage GreteKellenberger	2851990	179		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Markadamsvirinae, Epseptimavirus, Epseptimavirus gretekellenberger	GCA_020892405.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Epseptimavirus	Epseptimavirus gretekellenberger
UP000828580	Escherichia phage KarlBarth	2851981	65		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Dhillonvirus, Dhillonvirus karlbarth	GCA_020892315.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus karlbarth
UP000828581	Escherichia phage GeorgBuechner	2851980	64		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Dhillonvirus, Dhillonvirus georgbuechner	GCA_020892305.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus georgbuechner
UP000828590	Enterobacter phage KKP_3263	2875358	50		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Kayfunavirus, Kayfunavirus KKP3263	GCA_021029405.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Kayfunavirus	Kayfunavirus KKP3263
UP000828597	Xanthomonas phage MUD8-T1	2886033	48		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Pradovirus, Pradovirus MUD8T1	GCA_021216185.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Pradovirus	Pradovirus MUD8T1
UP000828604	Escherichia phage LeonhardEuler	2851977	83		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Tunavirinae, Tunavirus, Tunavirus leonhardeuler	GCA_020892275.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirus	Tunavirus leonhardeuler
UP000828605	Escherichia phage BrunoManser	2851976	84		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Tunavirinae, Sertoctavirus, Sertoctavirus brunomanser	GCA_020892265.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Sertoctavirus	Sertoctavirus brunomanser
UP000828612	Pseudomonas phage Kopi	2880993	55		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Septimatrevirus, Septimatrevirus kopi	GCA_020620325.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Septimatrevirus	Septimatrevirus kopi
UP000828620	Escherichia phage DaisyDussoix	2852003	169		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Markadamsvirinae, Tequintavirus, Tequintavirus DaisyDussoix	GCA_020892455.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Tequintavirus	Tequintavirus DaisyDussoix
UP000828621	Escherichia phage IrmaTschudi	2851992	182		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Markadamsvirinae, Epseptimavirus, Epseptimavirus irmatschudi	GCA_020892425.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Epseptimavirus	Epseptimavirus irmatschudi
UP000828645	Escherichia phage vB_EcoP-UTI89UKE2	2865826	67		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Molineuxvirinae, Vectrevirus, Vectrevirus PUTI89UKE2	GCA_020869235.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Vectrevirus	Vectrevirus PUTI89UKE2
UP000828647	Xanthomonas phage FMYAK-P1	2886031	84		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Mesyanzhinovviridae, Bradleyvirinae, Bosavirus, Bosavirus FMYAK	GCA_021216165.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Mesyanzhinovviridae	Bosavirus	Bosavirus FMYAK
UP000828651	Escherichia phage vB_EcoP-101101UKE1	2865789	62		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Molineuxvirinae, Vectrevirus, Vectrevirus P101101UKE1	GCA_020868905.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Vectrevirus	Vectrevirus P101101UKE1
UP000828668	Escherichia phage vB_EcoP-U8	2775261	51		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Kayfunavirus, Kayfunavirus U8	GCA_021090065.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Kayfunavirus	Kayfunavirus U8
UP000828670	Pseudomonas phage phipa2	2894298	56		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Krylovirinae, Phikmvvirus, Phikmvvirus phipa2	GCA_021216275.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Phikmvvirus	Phikmvvirus phipa2
UP000828671	Pseudomonas phage phipa10	2894297	175		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pakpunavirus, Pakpunavirus phipa10	GCA_021216265.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Pakpunavirus	Pakpunavirus phipa10
UP000828678	Erwinia phage AH03	2869568	70		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ahotrevirus, Ahotrevirus AH03	GCA_020493745.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Ahotrevirus	Ahotrevirus AH03
UP000828687	Gordonia phage Dolores	2873534	80		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Beenievirus, Beenievirus dolores	GCA_020494315.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Beenievirus	Beenievirus dolores
UP000828694	Vibrio phage vB_VpP_DE10	2861001	46		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Maculvirus, Maculvirus DE10	GCA_020497035.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Maculvirus	Maculvirus DE10
UP000828698	Escherichia phage IrisVonRoten	2852004	172		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Markadamsvirinae, Tequintavirus, Tequintavirus irisvonroten	GCA_020892465.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Tequintavirus	Tequintavirus irisvonroten
UP000828706	Escherichia phage JohannLBurckhardt	2851975	87		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Tempevirinae, Henuseptimavirus, Henuseptimavirus johannburckhardt	GCA_020892255.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Henuseptimavirus	Henuseptimavirus johannburckhardt
UP000828713	Rhizobium phage RHEph21	2836134	51		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autographivirales incertae sedis, Chamilpavirus, Chamilpavirus RHEph21	GCA_020492065.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales		Chamilpavirus	Chamilpavirus RHEph21
UP000828714	Salmonella phage SapYZU01	2736238	133		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ounavirinae, Felixounavirus, Felixounavirus BPS15Q2	GCA_021165605.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Felixounavirus	Felixounavirus BPS15Q2
UP000828718	Escherichia phage PaulFeyerabend	2851979	64		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Dhillonvirus, Dhillonvirus paulfeyerabend	GCA_020892295.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus paulfeyerabend
UP000828719	Escherichia phage TheodorHerzl	2851978	63		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Dhillonvirus, Dhillonvirus theodorherzl	GCA_020892285.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Dhillonvirus	Dhillonvirus theodorherzl
UP000828722	Rhizobium phage RHEph22	2836135	99		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Schitoviridae, Demetervirinae, Acanvirus, Acanvirus Rheph22	GCA_020492075.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Schitoviridae	Acanvirus	Acanvirus Rheph22
UP000828732	Escherichia phage SelmaRatti	2852006	156		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Markadamsvirinae, Tequintavirus, Tequintavirus selmaratti	GCA_020892485.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Tequintavirus	Tequintavirus selmaratti
UP000828735	Pseudomonas phage Kaya	2872675	58		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Septimatrevirus, Septimatrevirus kaya	GCA_020489615.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Septimatrevirus	Septimatrevirus kaya
UP000828736	Escherichia phage EmilHeitz	2852021	227		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Vequintavirinae, Vequintavirus, Vequintavirus emilheitz	GCA_020892635.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Vequintavirus	Vequintavirus emilheitz
UP000828737	Salmonella phage LP31	2894344	57		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Guernseyvirinae, Jerseyvirus, Jerseyvirus LP31	GCA_021216295.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Jerseyvirus	Jerseyvirus LP31
UP000828739	Escherichia phage vB_EcoP-CHD5UKE1	2865805	152		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gordonclarkvirinae, Kuravirus, Kuravirus SU10	GCA_020869045.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Kuravirus	Kuravirus SU10
UP000828743	Escherichia phage HildyBeyeler	2852005	170		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Markadamsvirinae, Tequintavirus, Tequintavirus hildybeyeler	GCA_020892475.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Demerecviridae	Tequintavirus	Tequintavirus hildybeyeler
UP000828750	pemapivirus A1	2870356	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Kodimesavirinae, Pemapivirus, Pemapivirus A	GCA_021461775.1	9PICO	Segment	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Pemapivirus	Pemapivirus A
UP000828763	Pseudomonas phage psageK4e	2875723	185		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Otagovirus, Otagovirus psagek4e	GCA_020489785.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Otagovirus	Otagovirus psagek4e
UP000828766	Microbacterium phage Honeyfin	2871520	91		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Quhwahvirus, Quhwahvirus honeyfin	GCA_020493875.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Quhwahvirus	Quhwahvirus honeyfin
UP000828768	Synechococcus T7-like virus S-TIP28	1332140	65		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographivirales, Autographivirales incertae sedis, Tiranvirus, Tiranvirus STIP28	GCA_020490015.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes	Autographivirales		Tiranvirus	Tiranvirus STIP28
UP000828777	Escherichia phage WalterGehring	2852023	230		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Vequintavirinae, Vequintavirus, Vequintavirus waltergehring	GCA_020892655.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Vequintavirus	Vequintavirus waltergehring
UP000828781	Vibrio phage vB_Vipa4291	2729569	15		Unknown	Viruses, Monodnaviria, Loebvirae, Hofneiviricota, Faserviricetes, Tubulavirales, Inoviridae, Versovirus, Versovirus Vipa4291	GCA_020535905.1	9VIRU	Segment	Loebvirae	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Versovirus	Versovirus Vipa4291
UP000828785	Pseudomonas phage psageK9	2875722	87		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Readingvirus, Readingvirus psageK9	GCA_020489775.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Readingvirus	Readingvirus psageK9
