Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Kingdom	Phylum	Class	Order	Family	Genus	Species
UP001551584	Streptomyces chilikensis	1194079	6135	C:97.7%[S:97.5%,D:0.3%],F:0.1%,M:2.2%,n:1579	Close to standard (low value)	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP001551658	Nocardia fusca	941183	7155	C:99.3%[S:98.8%,D:0.5%],F:0.4%,M:0.3%,n:743	Standard	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	
UP001551675	Microtetraspora glauca	1996	8231	C:99.0%[S:97.9%,D:1.0%],F:0.1%,M:0.9%,n:1162	Unknown	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Microtetraspora	
UP001551695	Nocardia aurea	2144174	7110	C:99.2%[S:99.1%,D:0.1%],F:0.1%,M:0.7%,n:743	Standard	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	
UP001552427	Nonomuraea bangladeshensis	404385	9288	C:99.2%[S:97.9%,D:1.3%],F:0.2%,M:0.6%,n:1162	Unknown	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	
UP001552479	Streptomyces roseoverticillatus	66429	6926	C:99.0%[S:98.7%,D:0.3%],F:0.1%,M:0.9%,n:1579	Close to standard (low value)	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP001552502	Bacillus proteolyticus	2026192	5811	C:99.6%[S:98.2%,D:1.3%],F:0.2%,M:0.2%,n:450	Standard	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	
UP001552521	Streptomyces kurssanovii	67312	6744	C:99.7%[S:99.6%,D:0.2%],F:0.2%,M:0.1%,n:1579	Close to standard (low value)	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP001552527	Streptomyces werraensis	68284	6478	C:99.6%[S:99.4%,D:0.2%],F:0.0%,M:0.4%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP001552594	Streptomyces orinoci (Streptoverticillium orinoci)	67339	6468	C:98.4%[S:98.0%,D:0.3%],F:0.1%,M:1.6%,n:1579	Close to standard (low value)	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP001553031	Kocuria salsicia	664639	2405	C:97.4%[S:97.2%,D:0.2%],F:0.2%,M:2.4%,n:537	Unknown	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria	
UP001553148	Streptomyces griseosporeus	1910	7241	C:99.9%[S:99.6%,D:0.3%],F:0.1%,M:0.1%,n:1579	Standard	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP001553161	Meridianimarinicoccus marinus	3231483	3941	C:98.3%[S:98.2%,D:0.1%],F:0.2%,M:1.4%,n:833	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Meridianimarinicoccus	
UP001553715	Microbacterium profundi	450380	3333	C:99.8%[S:99.3%,D:0.6%],F:0.2%,M:0.0%,n:537	Standard	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	
UP001553843	Streptomyces huasconensis	1854574	7387	C:99.8%[S:99.4%,D:0.4%],F:0.0%,M:0.2%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP001554047	Enterococcus entomosocium	3034352	3473	C:97.5%[S:97.5%,D:0.0%],F:1.5%,M:1.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
UP001554427	Aliikangiella maris	3162458	4188	C:94.5%[S:90.3%,D:4.2%],F:0.5%,M:5.0%,n:619	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Pleioneaceae	Aliikangiella	
UP001554567	Erwinia papayae	206499	4427	C:99.8%[S:99.5%,D:0.2%],F:0.0%,M:0.2%,n:440	Close to standard (high value)	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	
UP001555100	Trueperella pyogenes	1661	2160	C:96.6%[S:96.6%,D:0.0%],F:0.3%,M:3.1%,n:292	Unknown	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Trueperella	
UP001555176	Heyndrickxia faecalis	2824910	3233	C:99.3%[S:99.1%,D:0.2%],F:0.0%,M:0.7%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Heyndrickxia	
UP001555342	Buttiauxella gaviniae	82990	4160	C:99.8%[S:99.5%,D:0.2%],F:0.0%,M:0.2%,n:440	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	
UP001555786	Labrys neptuniae	376174	6854	C:99.4%[S:98.3%,D:1.1%],F:0.3%,M:0.3%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Labrys	
UP001555826	Kineococcus endophyticus	1181883	4783	C:99.0%[S:99.0%,D:0.0%],F:0.3%,M:0.7%,n:292	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus	
UP001556040	Jeotgalibacillus marinus	86667	3502	C:98.9%[S:98.7%,D:0.2%],F:0.0%,M:1.1%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Jeotgalibacillus	
UP001556098	Sulfitobacter sediminis	3234186	4666	C:99.8%[S:99.5%,D:0.2%],F:0.1%,M:0.1%,n:833	Close to standard (high value)	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	
UP001556118	Novosphingobium rhizovicinum	3228928	3474	C:98.6%[S:98.5%,D:0.1%],F:0.4%,M:1.0%,n:1018	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	
UP001556170	Rhodanobacter geophilus	3162488	3279	C:98.6%[S:98.5%,D:0.1%],F:0.0%,M:1.4%,n:1152	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	
UP001556196	Mesorhizobium marinum	3228790	4450	C:99.2%[S:99.1%,D:0.2%],F:0.0%,M:0.8%,n:639	Outlier (low value)	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	
UP001556220	Rhodanobacter lycopersici	3162487	3732	C:98.4%[S:97.9%,D:0.5%],F:0.1%,M:1.5%,n:1152	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	
UP001556617	Leuconostoc aquikimchii	3236804	1962	C:97.5%[S:96.8%,D:0.7%],F:0.2%,M:2.2%,n:402	Close to standard (high value)	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	
UP001556631	Nocardioides sp. DS6	3231482	3802	C:98.8%[S:98.6%,D:0.2%],F:0.6%,M:0.6%,n:649	Unknown	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	
UP001556636	Spiribacter roseus	1855875	1925	C:96.3%[S:96.3%,D:0.0%],F:0.3%,M:3.4%,n:652	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Spiribacter	
UP001556637	Spiribacter insolitus	3122417	1897	C:96.2%[S:96.0%,D:0.2%],F:0.2%,M:3.7%,n:652	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Spiribacter	
UP001556653	Spiribacter onubensis	3122420	2056	C:95.4%[S:95.4%,D:0.0%],F:0.6%,M:4.0%,n:652	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Spiribacter	
UP001556692	Aquibium pacificus	3153579	5810	C:99.7%[S:99.4%,D:0.3%],F:0.2%,M:0.2%,n:639	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquibium	
UP001556709	Spiribacter pallidus	1987936	1839	C:94.9%[S:94.9%,D:0.0%],F:0.2%,M:4.9%,n:652	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Spiribacter	
UP001557465	Thioclava arctica	3238301	3803	C:99.4%[S:99.4%,D:0.0%],F:0.1%,M:0.5%,n:833	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Thioclava	
UP001557484	Zhongshania arctica	3238302	3425	C:100.0%[S:99.9%,D:0.1%],F:0.0%,M:0.0%,n:913	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Zhongshania	
UP001557485	Zhongshania guokunii	641783	3739	C:99.9%[S:99.6%,D:0.3%],F:0.0%,M:0.1%,n:913	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Zhongshania	
UP001558101	Serratia quinivorans	137545	5130	C:99.8%[S:99.3%,D:0.5%],F:0.0%,M:0.2%,n:440	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	
UP001558353	Corynebacterium xerosis	1725	2405	C:98.7%[S:98.5%,D:0.1%],F:0.4%,M:0.9%,n:743	Unknown	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	
UP001558474	Mycolicibacterium porcinum	39693	6900	C:95.2%[S:94.9%,D:0.3%],F:2.2%,M:2.7%,n:743	Unknown	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	
UP001558481	Kocuria carniphila	262208	3059	C:98.5%[S:98.1%,D:0.4%],F:0.2%,M:1.3%,n:537	Unknown	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria	
UP001558534	Lysinibacillus xylanilyticus	582475	4626	C:100.0%[S:95.8%,D:4.2%],F:0.0%,M:0.0%,n:450	Close to standard (high value)	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	
UP001558535	Paraburkholderia phenoliruptrix	252970	5863	C:100.0%[S:99.6%,D:0.4%],F:0.0%,M:0.0%,n:688	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	
UP001559025	Neoaquamicrobium sediminum	1849104	5117	C:100.0%[S:99.7%,D:0.3%],F:0.0%,M:0.0%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Neoaquamicrobium	
UP001559623	Selenomonas sputigena	69823	2372	C:98.1%[S:98.0%,D:0.1%],F:0.1%,M:1.8%,n:796	Standard	Bacillati	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	
UP001560019	Rhodovulum iodosum	68291	3634	C:99.2%[S:98.9%,D:0.2%],F:0.0%,M:0.8%,n:833	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodovulum	
UP001560045	Geodermatophilus maliterrae	3162531	5180	C:97.6%[S:97.3%,D:0.3%],F:0.3%,M:2.1%,n:292	Unknown	Bacillati	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	
UP001560267	Ferrimicrobium acidiphilum	121039	3063	C:68.8%[S:68.5%,D:0.3%],F:3.9%,M:27.2%,n:356	Unknown	Bacillati	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ferrimicrobium	
UP001560293	Dietzia cinnamea	321318	3283	C:97.4%[S:97.0%,D:0.4%],F:0.4%,M:2.2%,n:743	Unknown	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Dietziaceae	Dietzia	
UP001560296	Pseudomonas zhanjiangensis	3239015	4291	C:99.2%[S:98.5%,D:0.8%],F:0.1%,M:0.6%,n:782	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
UP001560349	Fusobacterium vincentii (Fusobacterium nucleatum subsp. vincentii)	155615	2076	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:510	Standard	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
UP001560573	Danxiaibacter flavus	3049108	5503	C:99.0%[S:98.3%,D:0.7%],F:0.5%,M:0.5%,n:402	Unknown	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Danxiaibacter	
UP001560685	Hyphococcus lacteus	3143536	2884	C:97.9%[S:97.7%,D:0.2%],F:0.2%,M:1.9%,n:432	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Parvularculales	Parvularculaceae	Hyphococcus	
UP001561046	Comamonas guangdongensis	510515	4247	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:688	Close to standard (high value)	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	
UP001561463	Pseudenterobacter timonensis	1755099	4203	C:99.8%[S:99.5%,D:0.2%],F:0.0%,M:0.2%,n:440	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudenterobacter	
UP001562065	Isoalcanivorax beigongshangi	3238810	2692	C:97.6%[S:97.4%,D:0.2%],F:0.0%,M:2.4%,n:619	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Isoalcanivorax	
UP001562159	Rhodanobacter humi	1888173	3606	C:98.7%[S:98.3%,D:0.4%],F:0.0%,M:1.3%,n:1152	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	
UP001562178	Comamonas sediminis	1783360	4651	C:99.0%[S:99.0%,D:0.0%],F:0.0%,M:1.0%,n:688	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	
UP001562457	Helicobacter trogontum	50960	2133	C:96.8%[S:96.5%,D:0.3%],F:0.5%,M:2.7%,n:628	Outlier (high value)	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	
UP001564408	Thioalkalicoccus limnaeus	120681	3535	C:98.3%[S:98.2%,D:0.2%],F:0.0%,M:1.7%,n:652	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioalkalicoccus	
UP001564626	Saccharopolyspora cebuensis	418759	5933	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:292	Standard	Bacillati	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	
UP001564657	Clostridium moutaii	3240932	3448	C:99.6%[S:98.9%,D:0.8%],F:0.4%,M:0.0%,n:264	Standard	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
UP001564760	Mycobacterium servetii	3237418	5422	C:95.8%[S:95.3%,D:0.5%],F:0.1%,M:4.0%,n:743	Outlier (high value)	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
UP001565200	Heminiphilus faecis	2601703	2744	C:98.2%[S:97.8%,D:0.4%],F:0.4%,M:1.5%,n:541	Unknown	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Heminiphilus	
UP001565219	Anaerostipes hominis (ex Lee et al. 2021)	2025494	3381	C:99.2%[S:98.8%,D:0.4%],F:0.4%,M:0.4%,n:247	Unknown	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	
UP001565220	Clostridium lapidicellarium	3240931	3056	C:100.0%[S:99.2%,D:0.8%],F:0.0%,M:0.0%,n:264	Unknown	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
UP001565236	Ligilactobacillus faecis	762833	1970	C:99.5%[S:99.5%,D:0.0%],F:0.0%,M:0.5%,n:402	Standard	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
UP001565242	Lactococcus muris	2941330	2277	C:98.3%[S:98.3%,D:0.0%],F:0.5%,M:1.2%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	
UP001565243	Erwinia aeris	3239803	4598	C:100.0%[S:99.5%,D:0.5%],F:0.0%,M:0.0%,n:440	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	
UP001565283	Lactococcus ileimucosae	2941329	1947	C:98.8%[S:98.8%,D:0.0%],F:0.2%,M:1.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	
UP001565369	Bradyrhizobium ottawaense	931866	8476	C:98.6%[S:97.5%,D:1.1%],F:0.8%,M:0.6%,n:639	Standard	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	
UP001565435	Brevibacterium epidermidis	1698	3607	C:98.9%[S:98.7%,D:0.2%],F:0.2%,M:0.9%,n:537	Close to standard (high value)	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Brevibacteriaceae	Brevibacterium	
UP001565471	Bradyrhizobium elkanii	29448	9654	C:99.7%[S:98.0%,D:1.7%],F:0.2%,M:0.2%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	
UP001565474	Bradyrhizobium yuanmingense	108015	8152	C:98.9%[S:98.7%,D:0.2%],F:0.5%,M:0.6%,n:639	Standard	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	
UP001565927	Kineococcus halophytocola	3234027	3929	C:99.3%[S:99.3%,D:0.0%],F:0.3%,M:0.3%,n:292	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus	
UP001566204	Sphingobacterium thalpophilum	259	4799	C:99.7%[S:99.3%,D:0.5%],F:0.1%,M:0.2%,n:1068	Standard	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	
UP001566331	Luteimonas salinilitoris	3237697	3948	C:98.0%[S:97.8%,D:0.2%],F:0.0%,M:2.0%,n:1152	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	
UP001566476	Kineococcus mangrovi	1660183	4054	C:99.0%[S:99.0%,D:0.0%],F:0.7%,M:0.3%,n:292	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus	
UP001567350	Comamonas jiangduensis	1194168	3149	C:99.6%[S:99.6%,D:0.0%],F:0.0%,M:0.4%,n:688	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	
UP001567537	Streptomyces pimonensis	2860288	6171	C:98.5%[S:98.2%,D:0.3%],F:0.0%,M:1.5%,n:1579	Close to standard (low value)	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP001567731	Enterobacter rongchengensis	3030999	4765	C:99.5%[S:99.3%,D:0.2%],F:0.0%,M:0.5%,n:440	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	
UP001568358	Halodesulfovibrio aestuarii	126333	3194	C:99.1%[S:98.8%,D:0.3%],F:0.0%,M:0.9%,n:777	Unknown	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Halodesulfovibrio	
UP001568698	Pseudodesulfovibrio karagichevae	3239305	3860	C:99.9%[S:99.6%,D:0.3%],F:0.1%,M:0.0%,n:777	Unknown	Pseudomonadati	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	
UP001568894	Flavobacterium frigidarium	99286	3101	C:100.0%[S:99.9%,D:0.1%],F:0.0%,M:0.0%,n:733	Outlier (high value)	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
UP001569151	Vibrio bivalvicida	1276888	4698	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:1445	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
UP001569153	Vibrio cortegadensis	1328770	3855	C:99.2%[S:99.2%,D:0.1%],F:0.1%,M:0.7%,n:1445	Standard	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
UP001569154	Enterovibrio norvegicus	188144	4756	C:99.5%[S:99.5%,D:0.0%],F:0.1%,M:0.3%,n:1445	Close to standard (high value)	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	
UP001569175	Vibrio atlanticus	693153	4858	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:1445	Close to standard (high value)	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
UP001569177	Vibrio kanaloae	170673	4012	C:99.6%[S:99.5%,D:0.1%],F:0.1%,M:0.3%,n:1445	Standard	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
UP001569200	Vibrio splendidus	29497	5144	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:1445	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
UP001569414	Microbulbifer echini	1529067	3800	C:99.3%[S:99.1%,D:0.2%],F:0.1%,M:0.5%,n:913	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer	
UP001569428	Microbulbifer epialgicus	393907	4808	C:99.6%[S:98.9%,D:0.7%],F:0.0%,M:0.4%,n:913	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer	
UP001569511	Pseudomonas ficuserectae	53410	5176	C:99.9%[S:99.9%,D:0.0%],F:0.0%,M:0.1%,n:782	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
UP001569512	Pseudomonas tremae	200454	5458	C:99.6%[S:99.6%,D:0.0%],F:0.0%,M:0.4%,n:782	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
UP001569904	Actinomadura chokoriensis	454156	7402	C:98.5%[S:97.8%,D:0.8%],F:0.2%,M:1.3%,n:1162	Unknown	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	
UP001569963	Actinomadura monticuli	3097367	7347	C:98.8%[S:98.0%,D:0.8%],F:0.0%,M:1.2%,n:1162	Unknown	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	
UP001570071	Vibrio pomeroyi	198832	5301	C:100.0%[S:99.7%,D:0.3%],F:0.0%,M:0.0%,n:1445	Close to standard (high value)	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
UP001570417	Vibrio gallaecicus	552386	4266	C:99.9%[S:99.7%,D:0.2%],F:0.0%,M:0.1%,n:1445	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
UP001570846	Rufibacter glacialis	1259555	4187	C:99.7%[S:99.6%,D:0.1%],F:0.1%,M:0.1%,n:768	Unknown	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Rufibacter	
UP001571110	Bacillus mobilis	2026190	5798	C:99.8%[S:98.7%,D:1.1%],F:0.0%,M:0.2%,n:450	Standard	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	
UP001571476	Streptomyces aureus	193461	9382	C:99.8%[S:98.9%,D:0.9%],F:0.0%,M:0.2%,n:1579	Close to standard (high value)	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
UP001571581	Leptotrichia hongkongensis	554406	1929	C:99.2%[S:98.8%,D:0.4%],F:0.2%,M:0.6%,n:510	Unknown	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	
UP001574169	Flavobacterium zubiriense	3138075	3030	C:99.7%[S:99.6%,D:0.1%],F:0.0%,M:0.3%,n:733	Unknown	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
UP001574170	Flavobacterium magnesitis	3138077	3214	C:99.9%[S:99.5%,D:0.4%],F:0.1%,M:0.0%,n:733	Unknown	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
UP001574673	Dentiradicibacter hellwigii	3149053	2340	C:91.6%[S:91.6%,D:0.0%],F:0.5%,M:7.9%,n:569	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dentiradicibacter	
UP001575105	Phycisphaerales bacterium AB-hyl4	3242702	3826	C:79.9%[S:78.6%,D:1.2%],F:0.7%,M:19.4%,n:571	Unknown	Pseudomonadati	Planctomycetota	Phycisphaerae	Phycisphaerales			
UP001575181	Thiohalorhabdus methylotrophus	3242694	3445	C:89.3%[S:89.1%,D:0.3%],F:2.2%,M:8.5%,n:366	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Thiohalorhabdus	
UP001575622	Paenibacillus oleatilyticus	2594886	7000	C:98.7%[S:96.2%,D:2.4%],F:0.4%,M:0.9%,n:450	Close to standard (high value)	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
UP001575652	Arthrobacter halodurans	516699	3404	C:99.8%[S:99.3%,D:0.6%],F:0.0%,M:0.2%,n:537	Unknown	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Arthrobacter	
UP001576708	Shewanella mangrovisoli	2864211	4096	C:99.9%[S:99.9%,D:0.0%],F:0.0%,M:0.1%,n:820	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	
UP001576726	Shewanella seohaensis	755175	3987	C:99.9%[S:99.9%,D:0.0%],F:0.0%,M:0.1%,n:820	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	
